Applicant_Gender,Owned_Car,Owned_Realty,Total_Income,Applicant_Age,Years_of_Working,Status,Government employee,Hourly/commission employee,Pensioner,Salaried employee,Student,Married,Separated,Single,Widow,Bachelor's degree,High school,Master's degree or higher,Some college,Some high school,Homeowner,Public housing,Renting,With parents
0,0,0,18900,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,40950,52,30,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,12600,52,15,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,12600,52,15,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,35,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,35,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,35,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,35,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,35,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,35,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,35,13,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,54,9,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,18900,53,35,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,25200,29,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,25200,29,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,31500,46,9,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,94500,47,13,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,94500,47,13,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,94500,47,13,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,0,0,17640,43,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,17640,43,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,17640,43,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,17640,43,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,17640,43,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,17640,43,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,17640,43,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,17010,35,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,17010,35,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,17010,35,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,17010,35,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,17010,35,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,17010,35,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,17010,35,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,17010,35,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,17010,35,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,44100,51,17,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,44100,51,17,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,44100,51,17,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,44100,51,17,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,22050,51,20,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,22050,51,20,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,22050,51,20,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,22050,51,20,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,22050,38,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,12600,47,26,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1,0,12600,47,26,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1,0,12600,47,26,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1,0,25200,41,2,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,25200,41,2,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,44100,36,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,44100,36,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,44100,36,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,44100,36,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,44100,36,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,44100,36,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,16695,49,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,37800,44,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,37800,44,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,38,9,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,31500,38,9,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,48510,25,5,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,48510,25,5,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,48510,25,5,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,48510,25,5,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,41,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,26775,56,23,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,37800,43,9,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,13860,43,23,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,13860,43,23,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,13860,43,23,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,23940,32,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0,0,23940,32,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,1,0,25200,44,1,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,18532,24,2,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,1,0,18532,24,2,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,1,0,18532,24,2,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,1,0,25200,29,4,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,25200,29,4,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,0,0,22050,50,1,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,0,22050,50,1,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,0,22050,50,1,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,0,18900,41,7,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,41,7,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,41,7,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,41,7,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,41,7,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,41,7,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,41,7,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,41,7,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1,0,22050,27,3,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,22050,27,3,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,22050,27,3,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,22050,27,3,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,22050,27,3,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,22050,27,3,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,50400,36,7,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,50400,36,7,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,18900,24,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,24,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,18900,24,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18900,33,14,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,33,14,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,33,14,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,33,14,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1,0,0,22365,26,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,22365,26,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,22365,26,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,22365,26,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,18900,55,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,18900,55,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,18900,55,2,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18585,26,2,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1,0,31500,50,12,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,31500,50,12,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,34650,50,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,34650,50,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,25200,40,1,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,0,25200,40,1,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,0,25200,40,1,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,0,25200,40,1,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0,0,47250,31,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,47250,31,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,47250,31,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,47250,31,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,47250,31,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,47250,31,6,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,12814,60,5,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,1,0,11340,53,3,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,25200,29,6,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0,0,25200,29,6,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0,0,25200,29,6,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0,0,25200,29,6,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0,0,25200,29,6,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0,0,25200,29,6,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,44100,59,19,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,18900,36,2,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,18900,36,2,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,18900,36,2,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,18900,36,2,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,22050,43,8,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,22050,43,8,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,22050,43,8,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,12600,31,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,12600,31,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,12600,31,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,14490,49,31,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,14490,49,31,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,12600,63,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,12600,63,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,12600,63,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,1,0,12600,63,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,41,8,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,41,8,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,41,8,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,41,8,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,41,8,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,22050,41,8,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0,0,12600,42,13,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,0,0,25200,26,5,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0,0,25200,26,5,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0,0,25200,26,5,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0,0,25200,26,5,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0,0,25200,26,5,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0,0,25200,26,5,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,36,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,37800,36,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,37800,36,7,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,37800,41,23,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,41,23,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,41,23,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,41,23,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,41,23,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,37800,41,23,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,25200,38,3,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,25200,38,3,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,17640,27,5,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,17640,27,5,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,15750,45,17,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,15750,45,17,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,18270,24,4,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,1,0,25200,40,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,25200,40,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,25200,40,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,25200,40,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,25200,40,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,25200,40,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,1,0,25200,40,9,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0,0,23842,46,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,23842,46,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,23842,46,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,34,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,34,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,34,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,34,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,34,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,34,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,18900,34,12,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
